timestamp,order_id,warehouse_id,product_id,inventory_quantity,order_quantity,daily_sales,incoming_stock,lead_time,vehicle_capacity,delivery_status,future_demand,demand_ratio,inventory_pressure,stock_gap
2025-01-01 13:00:00,ORD00014,WH02,PRD088,511,195,59,67,9.7,250,Processing,534,0.380859375,0.9551401869158879,0
2025-01-01 14:00:00,ORD00015,WH04,PRD051,154,157,93,192,6.2,200,Pending,477,1.0129032258064516,0.32217573221757323,35
2025-01-01 15:00:00,ORD00016,WH04,PRD097,418,98,24,54,5.7,200,Delivered,149,0.23389021479713604,2.7866666666666666,0
2025-01-01 16:00:00,ORD00017,WH09,PRD027,168,226,83,167,1.1,150,Pending,67,1.3372781065088757,2.4705882352941178,0
2025-01-01 17:00:00,ORD00018,WH10,PRD053,901,205,35,24,5.4,150,Shipping,207,0.22727272727272727,4.331730769230769,0
2025-01-01 18:00:00,ORD00019,WH01,PRD071,700,79,26,130,8.5,150,Shipping,206,0.11269614835948645,3.3816425120772946,51
2025-01-01 19:00:00,ORD00020,WH09,PRD072,174,124,43,101,3.0,250,Delivered,148,0.7085714285714285,1.167785234899329,0
2025-01-01 20:00:00,ORD00021,WH04,PRD062,715,218,3,281,4.2,250,Shipping,12,0.30446927374301674,55.0,63
2025-01-01 21:00:00,ORD00022,WH09,PRD023,345,4,76,295,1.2,100,Shipping,69,0.011560693641618497,4.928571428571429,291
2025-01-01 22:00:00,ORD00023,WH07,PRD048,830,90,42,293,9.8,50,Shipping,430,0.10830324909747292,1.925754060324826,203
2025-01-01 23:00:00,ORD00024,WH04,PRD072,385,104,47,262,1.6,250,Shipping,70,0.2694300518134715,5.422535211267606,158
2025-01-02 00:00:00,ORD00025,WH08,PRD072,535,119,33,119,9.1,100,Shipping,349,0.22201492537313433,1.5285714285714285,0
2025-01-02 01:00:00,ORD00026,WH10,PRD062,448,133,9,230,3.8,100,Shipping,37,0.2962138084632517,11.789473684210526,97
2025-01-02 02:00:00,ORD00027,WH05,PRD033,867,96,27,290,6.3,200,Shipping,199,0.11059907834101383,4.335,194
2025-01-02 03:00:00,ORD00028,WH01,PRD040,421,143,25,160,7.1,250,Shipping,168,0.33886255924170616,2.4911242603550297,17
2025-01-02 04:00:00,ORD00029,WH03,PRD074,253,288,91,160,2.3,100,Pending,180,1.1338582677165354,1.3977900552486189,0
2025-01-02 05:00:00,ORD00030,WH07,PRD045,334,28,19,77,5.0,200,Shipping,94,0.08358208955223881,3.5157894736842104,49
2025-01-02 06:00:00,ORD00031,WH06,PRD100,227,278,10,37,3.9,50,Pending,43,1.219298245614035,5.159090909090909,0
2025-01-02 07:00:00,ORD00032,WH05,PRD091,525,233,22,27,1.5,200,Shipping,28,0.4429657794676806,18.103448275862068,0
2025-01-02 08:00:00,ORD00033,WH03,PRD051,374,17,34,99,8.5,50,Shipping,302,0.04533333333333334,1.2343234323432344,82
2025-01-02 09:00:00,ORD00034,WH04,PRD095,53,59,31,293,1.4,150,Pending,45,1.0925925925925926,1.1521739130434783,234
2025-01-02 10:00:00,ORD00035,WH06,PRD018,301,90,54,123,6.9,150,Processing,449,0.2980132450331126,0.6688888888888889,33
2025-01-02 11:00:00,ORD00036,WH02,PRD085,790,199,63,91,3.8,200,Shipping,201,0.2515802781289507,3.910891089108911,0
2025-01-02 12:00:00,ORD00037,WH02,PRD016,913,26,53,254,2.7,150,Shipping,153,0.028446389496717725,5.928571428571429,228
2025-01-02 13:00:00,ORD00038,WH07,PRD096,627,25,86,96,7.0,250,Shipping,557,0.03980891719745223,1.1236559139784945,71
2025-01-02 14:00:00,ORD00039,WH02,PRD030,507,267,39,5,6.2,200,Shipping,214,0.5255905511811023,2.358139534883721,0
2025-01-02 15:00:00,ORD00040,WH06,PRD058,102,181,64,168,3.8,100,Pending,314,1.7572815533980584,0.3238095238095238,0
2025-01-02 16:00:00,ORD00041,WH06,PRD090,556,68,24,270,5.6,250,Shipping,143,0.12208258527827648,3.861111111111111,202
2025-01-02 17:00:00,ORD00042,WH10,PRD021,747,49,68,107,3.2,200,Shipping,267,0.06550802139037433,2.787313432835821,58
2025-01-02 18:00:00,ORD00043,WH05,PRD013,528,175,54,298,8.8,50,Shipping,421,0.33081285444234404,1.2511848341232228,123
2025-01-02 19:00:00,ORD00044,WH01,PRD028,766,52,17,46,3.8,150,Delivered,80,0.06779661016949153,9.45679012345679,0
2025-01-02 20:00:00,ORD00045,WH08,PRD066,852,102,16,98,3.2,150,Delivered,48,0.11957796014067995,17.387755102040817,0
2025-01-02 21:00:00,ORD00046,WH09,PRD052,254,216,44,13,7.8,150,Processing,384,0.8470588235294118,0.6597402597402597,0
2025-01-02 22:00:00,ORD00047,WH02,PRD044,756,188,60,193,1.2,200,Shipping,61,0.24834874504623514,12.193548387096774,5
2025-01-02 23:00:00,ORD00048,WH07,PRD071,599,57,80,156,3.4,250,Shipping,228,0.095,2.6157205240174672,99
2025-01-03 00:00:00,ORD00049,WH02,PRD079,907,47,52,153,4.4,50,Shipping,227,0.051762114537444934,3.9780701754385963,106
2025-01-03 01:00:00,ORD00050,WH09,PRD090,625,159,46,114,8.9,150,Shipping,504,0.2539936102236422,1.2376237623762376,0
2025-01-03 02:00:00,ORD00051,WH05,PRD088,294,174,67,257,9.6,250,Processing,765,0.5898305084745763,0.3838120104438642,83
2025-01-03 03:00:00,ORD00052,WH10,PRD091,893,242,38,144,7.4,100,Shipping,287,0.27069351230425054,3.1006944444444446,0
2025-01-03 04:00:00,ORD00053,WH06,PRD007,558,282,32,290,5.4,100,Shipping,164,0.5044722719141324,3.381818181818182,8
2025-01-03 05:00:00,ORD00054,WH10,PRD021,189,241,36,9,6.8,50,Pending,256,1.268421052631579,0.7354085603112841,0
2025-01-03 06:00:00,ORD00055,WH04,PRD050,550,5,15,213,4.7,150,Shipping,59,0.009074410163339383,9.166666666666666,208
2025-01-03 07:00:00,ORD00056,WH02,PRD082,850,84,24,232,3.7,100,Shipping,90,0.09870740305522914,9.340659340659341,148
2025-01-03 08:00:00,ORD00057,WH01,PRD001,679,248,77,170,9.6,250,Processing,744,0.36470588235294116,0.9114093959731544,0
2025-01-03 09:00:00,ORD00058,WH04,PRD012,78,54,21,20,2.0,250,Delivered,42,0.6835443037974683,1.813953488372093,0
2025-01-03 10:00:00,ORD00059,WH05,PRD019,901,161,62,14,4.1,100,Shipping,271,0.17849223946784923,3.3125,0
2025-01-03 11:00:00,ORD00060,WH02,PRD061,218,226,23,125,9.1,150,Pending,234,1.0319634703196348,0.9276595744680851,0
2025-01-03 12:00:00,ORD00061,WH04,PRD077,321,15,99,212,7.5,50,Processing,476,0.046583850931677016,0.6729559748427673,197
2025-01-03 13:00:00,ORD00062,WH02,PRD056,431,224,66,187,1.3,150,Shipping,75,0.5185185185185185,5.671052631578948,0
2025-01-03 14:00:00,ORD00063,WH07,PRD012,645,61,91,171,1.2,200,Shipping,98,0.09442724458204334,6.515151515151516,110
2025-01-03 15:00:00,ORD00064,WH05,PRD009,367,122,26,246,5.6,100,Shipping,142,0.33152173913043476,2.5664335664335662,124
2025-01-03 16:00:00,ORD00065,WH08,PRD034,82,277,19,4,5.4,200,Pending,101,3.3373493975903616,0.803921568627451,0
2025-01-03 17:00:00,ORD00066,WH06,PRD029,307,46,24,230,5.0,100,Shipping,131,0.14935064935064934,2.3257575757575757,184
2025-01-03 18:00:00,ORD00067,WH03,PRD048,806,294,25,200,3.7,50,Shipping,96,0.3643122676579926,8.309278350515465,0
2025-01-03 19:00:00,ORD00068,WH06,PRD011,393,62,18,148,9.9,150,Shipping,210,0.15736040609137056,1.8625592417061612,86
2025-01-03 20:00:00,ORD00069,WH06,PRD078,630,86,63,71,3.4,150,Delivered,204,0.13629160063391443,3.073170731707317,0
2025-01-03 21:00:00,ORD00070,WH04,PRD005,961,210,72,225,5.4,100,Shipping,349,0.2182952182952183,2.7457142857142856,15
2025-01-03 22:00:00,ORD00071,WH05,PRD093,398,78,55,73,4.6,250,Delivered,247,0.19548872180451127,1.6048387096774193,0
2025-01-03 23:00:00,ORD00072,WH02,PRD050,137,202,63,168,2.5,200,Pending,158,1.463768115942029,0.8616352201257862,0
2025-01-04 00:00:00,ORD00073,WH10,PRD052,434,223,95,248,2.8,150,Shipping,269,0.5126436781609195,1.6074074074074074,25
2025-01-04 01:00:00,ORD00074,WH03,PRD079,509,222,54,279,9.3,150,Shipping,482,0.43529411764705883,1.0538302277432712,57
2025-01-04 02:00:00,ORD00075,WH09,PRD084,469,3,23,151,8.7,100,Shipping,232,0.006382978723404255,2.0128755364806867,148
2025-01-04 03:00:00,ORD00076,WH04,PRD067,559,6,6,223,2.8,250,Shipping,19,0.010714285714285714,27.95,217
2025-01-04 04:00:00,ORD00077,WH03,PRD037,827,93,80,224,8.9,200,Processing,828,0.11231884057971014,0.9975874547647768,131
2025-01-04 05:00:00,ORD00078,WH08,PRD092,1004,8,24,37,2.9,250,Shipping,59,0.007960199004975124,16.733333333333334,29
2025-01-04 06:00:00,ORD00079,WH07,PRD077,90,235,59,43,6.6,250,Pending,431,2.5824175824175826,0.20833333333333334,0
2025-01-04 07:00:00,ORD00080,WH05,PRD008,269,108,72,184,1.7,100,Shipping,151,0.4,1.769736842105263,76
2025-01-04 08:00:00,ORD00081,WH09,PRD100,121,161,78,240,8.9,250,Pending,810,1.319672131147541,0.14919852034525277,79
2025-01-04 09:00:00,ORD00082,WH04,PRD023,969,209,8,209,1.5,200,Shipping,11,0.2154639175257732,80.75,0
2025-01-04 10:00:00,ORD00083,WH06,PRD082,624,240,26,22,6.0,50,Shipping,148,0.384,4.1879194630872485,0
2025-01-04 11:00:00,ORD00084,WH01,PRD064,914,50,28,123,8.0,50,Shipping,171,0.0546448087431694,5.313953488372093,73
2025-01-04 12:00:00,ORD00085,WH04,PRD057,453,11,9,85,2.1,200,Shipping,22,0.024229074889867842,19.695652173913043,74
2025-01-04 13:00:00,ORD00086,WH01,PRD002,33,156,97,42,4.6,100,Pending,380,4.588235294117647,0.08661417322834646,0
2025-01-04 14:00:00,ORD00087,WH06,PRD026,439,70,53,39,1.4,150,Delivered,68,0.1590909090909091,6.36231884057971,0
2025-01-04 15:00:00,ORD00088,WH07,PRD085,601,169,22,168,7.1,100,Shipping,169,0.2807308970099668,3.5352941176470587,0
2025-01-04 16:00:00,ORD00089,WH05,PRD067,167,272,40,174,3.8,200,Pending,155,1.619047619047619,1.0705128205128205,0
2025-01-04 17:00:00,ORD00090,WH02,PRD037,835,68,8,19,6.0,250,Delivered,50,0.08133971291866028,16.372549019607842,0
2025-01-04 18:00:00,ORD00091,WH04,PRD025,861,252,14,108,9.4,50,Shipping,120,0.2923433874709977,7.115702479338843,0
2025-01-04 19:00:00,ORD00092,WH10,PRD005,537,48,3,192,3.8,250,Shipping,9,0.08921933085501858,53.7,144
2025-01-04 20:00:00,ORD00093,WH06,PRD077,753,184,90,243,1.4,100,Shipping,130,0.2440318302387268,5.748091603053435,59
2025-01-04 21:00:00,ORD00094,WH04,PRD066,449,187,62,279,7.1,200,Shipping,382,0.41555555555555557,1.1723237597911227,92
2025-01-04 22:00:00,ORD00095,WH08,PRD067,794,90,91,227,8.1,50,Shipping,794,0.11320754716981132,0.9987421383647799,137
2025-01-04 23:00:00,ORD00096,WH07,PRD090,621,139,21,35,9.6,200,Delivered,174,0.22347266881028938,3.5485714285714285,0
2025-01-05 00:00:00,ORD00097,WH08,PRD030,201,89,79,44,2.4,50,Shipping,185,0.4405940594059406,1.0806451612903225,0
2025-01-05 01:00:00,ORD00098,WH03,PRD079,271,274,97,27,4.5,50,Pending,548,1.0073529411764706,0.4936247723132969,0
2025-01-05 02:00:00,ORD00099,WH05,PRD022,311,19,50,153,8.6,50,Processing,444,0.060897435897435896,0.698876404494382,134
2025-01-05 03:00:00,ORD00100,WH03,PRD087,919,154,43,22,8.3,100,Shipping,314,0.1673913043478261,2.9174603174603173,0
2025-01-05 04:00:00,ORD00101,WH04,PRD005,859,260,89,206,6.6,200,Shipping,631,0.3023255813953488,1.3591772151898733,0
2025-01-05 05:00:00,ORD00102,WH09,PRD047,312,108,15,90,3.4,150,Delivered,49,0.3450479233226837,6.24,0
2025-01-05 06:00:00,ORD00103,WH09,PRD031,517,285,95,37,3.6,150,Shipping,301,0.5501930501930502,1.7119205298013245,0
2025-01-05 07:00:00,ORD00104,WH05,PRD084,498,59,25,227,2.1,150,Shipping,52,0.11823647294589178,9.39622641509434,168
2025-01-05 08:00:00,ORD00105,WH10,PRD001,787,125,59,201,9.3,200,Shipping,650,0.15862944162436549,1.2089093701996927,76
2025-01-05 09:00:00,ORD00106,WH07,PRD021,317,273,19,253,2.6,250,Shipping,53,0.8584905660377359,5.87037037037037,0
2025-01-05 10:00:00,ORD00107,WH10,PRD012,734,107,91,37,6.2,200,Delivered,548,0.145578231292517,1.336976320582878,0
2025-01-05 11:00:00,ORD00108,WH07,PRD036,342,299,81,220,6.3,50,Processing,417,0.8717201166180758,0.8181818181818182,0
2025-01-05 12:00:00,ORD00109,WH06,PRD100,776,245,39,186,4.3,250,Shipping,186,0.3153153153153153,4.149732620320855,0
2025-01-05 13:00:00,ORD00110,WH04,PRD052,777,247,9,42,4.2,50,Shipping,40,0.31748071979434445,18.951219512195124,0
2025-01-05 14:00:00,ORD00111,WH03,PRD046,779,8,35,113,7.0,50,Shipping,185,0.010256410256410256,4.188172043010753,105
2025-01-05 15:00:00,ORD00112,WH09,PRD086,379,141,81,259,4.5,200,Shipping,283,0.37105263157894736,1.3345070422535212,118
2025-01-05 16:00:00,ORD00113,WH08,PRD051,923,8,92,4,3.3,150,Delivered,375,0.008658008658008658,2.4547872340425534,0
2025-01-05 17:00:00,ORD00114,WH02,PRD052,89,94,81,67,4.6,250,Pending,390,1.0444444444444445,0.22762148337595908,0
2025-01-05 18:00:00,ORD00115,WH01,PRD076,839,39,91,227,8.3,100,Shipping,597,0.04642857142857143,1.4030100334448161,188
2025-01-05 19:00:00,ORD00116,WH02,PRD026,982,81,24,122,9.7,150,Shipping,272,0.08240081383519837,3.597069597069597,41
2025-01-05 20:00:00,ORD00117,WH03,PRD067,248,187,71,172,6.7,100,Processing,562,0.751004016064257,0.4404973357015986,0
2025-01-05 21:00:00,ORD00118,WH03,PRD002,824,84,22,152,8.0,200,Shipping,157,0.10181818181818182,5.215189873417722,68
2025-01-05 22:00:00,ORD00119,WH07,PRD095,257,88,72,266,5.8,250,Processing,359,0.34108527131782945,0.7138888888888889,178
2025-01-05 23:00:00,ORD00120,WH10,PRD091,429,242,97,156,6.6,200,Processing,647,0.5627906976744186,0.6620370370370371,0
2025-01-06 00:00:00,ORD00121,WH02,PRD009,546,93,69,161,9.9,100,Processing,699,0.170018281535649,0.78,68
2025-01-06 01:00:00,ORD00122,WH07,PRD012,86,86,71,213,4.9,50,Processing,339,0.9885057471264368,0.2529411764705882,127
2025-01-06 02:00:00,ORD00123,WH07,PRD071,210,44,67,25,1.6,200,Delivered,89,0.20853080568720378,2.3333333333333335,0
2025-01-06 03:00:00,ORD00124,WH10,PRD037,76,137,97,291,9.6,250,Pending,882,1.7792207792207793,0.08607021517553794,154
2025-01-06 04:00:00,ORD00125,WH08,PRD093,872,74,80,188,8.1,200,Shipping,606,0.08476517754868271,1.4365733113673806,114
2025-01-06 05:00:00,ORD00126,WH09,PRD072,129,36,86,121,4.6,150,Processing,307,0.27692307692307694,0.41883116883116883,85
2025-01-06 06:00:00,ORD00127,WH05,PRD075,908,101,71,229,9.8,200,Shipping,799,0.1111111111111111,1.135,128
2025-01-06 07:00:00,ORD00128,WH09,PRD045,892,156,38,58,4.1,100,Shipping,130,0.17469204927211646,6.809160305343512,0
2025-01-06 08:00:00,ORD00129,WH01,PRD045,579,255,86,95,4.3,200,Shipping,442,0.4396551724137931,1.306997742663657,0
2025-01-06 09:00:00,ORD00130,WH02,PRD036,385,171,18,261,6.5,250,Shipping,119,0.4430051813471503,3.2083333333333335,90
2025-01-06 10:00:00,ORD00131,WH09,PRD029,186,216,74,135,3.5,200,Pending,234,1.1550802139037433,0.7914893617021277,0
2025-01-06 11:00:00,ORD00132,WH05,PRD078,692,170,23,282,7.3,200,Shipping,177,0.2453102453102453,3.8876404494382024,112
2025-01-06 12:00:00,ORD00133,WH06,PRD025,538,252,31,119,2.4,250,Shipping,72,0.4675324675324675,7.36986301369863,0
2025-01-06 13:00:00,ORD00134,WH02,PRD059,118,55,88,24,2.0,200,Processing,210,0.46218487394957986,0.5592417061611374,0
2025-01-06 14:00:00,ORD00135,WH05,PRD052,193,91,13,145,5.8,250,Shipping,99,0.4690721649484536,1.93,54
2025-01-06 15:00:00,ORD00136,WH07,PRD074,538,278,59,11,6.0,100,Shipping,374,0.5157699443413729,1.4346666666666668,0
2025-01-06 16:00:00,ORD00137,WH03,PRD001,658,101,90,86,2.0,250,Delivered,175,0.15326251896813353,3.7386363636363638,0
2025-01-06 17:00:00,ORD00138,WH08,PRD034,423,155,14,108,9.7,100,Shipping,168,0.36556603773584906,2.502958579881657,0
2025-01-06 18:00:00,ORD00139,WH01,PRD023,729,141,15,265,6.2,100,Shipping,90,0.19315068493150686,8.010989010989011,124
2025-01-06 19:00:00,ORD00140,WH05,PRD053,481,173,46,221,2.4,250,Shipping,101,0.35892116182572614,4.715686274509804,48
2025-01-06 20:00:00,ORD00141,WH09,PRD065,350,10,32,73,3.8,200,Shipping,144,0.02849002849002849,2.413793103448276,63
2025-01-06 21:00:00,ORD00142,WH03,PRD014,422,228,62,101,8.2,150,Processing,572,0.5390070921985816,0.7364746945898778,0
2025-01-06 22:00:00,ORD00143,WH09,PRD072,803,265,79,136,5.7,250,Shipping,415,0.32960199004975127,1.9302884615384615,0
2025-01-06 23:00:00,ORD00144,WH02,PRD010,546,248,55,190,2.7,200,Shipping,155,0.453382084095064,3.5,0
2025-01-07 00:00:00,ORD00145,WH05,PRD065,279,247,28,141,1.9,100,Shipping,50,0.8821428571428571,5.470588235294118,0
2025-01-07 01:00:00,ORD00146,WH09,PRD038,107,155,68,72,4.9,50,Pending,363,1.4351851851851851,0.29395604395604397,0
2025-01-07 02:00:00,ORD00147,WH10,PRD044,72,34,25,166,4.0,150,Processing,107,0.4657534246575342,0.6666666666666666,132
2025-01-07 03:00:00,ORD00148,WH04,PRD015,167,129,102,167,6.9,200,Processing,568,0.7678571428571429,0.29349736379613356,38
2025-01-07 04:00:00,ORD00149,WH03,PRD066,237,160,52,53,9.3,150,Processing,486,0.6722689075630253,0.486652977412731,0
2025-01-07 05:00:00,ORD00150,WH06,PRD033,888,89,9,258,3.2,50,Shipping,22,0.10011248593925759,38.608695652173914,169
2025-01-07 06:00:00,ORD00151,WH03,PRD069,834,93,72,110,8.7,50,Shipping,492,0.11137724550898204,1.691683569979716,17
2025-01-07 07:00:00,ORD00152,WH09,PRD074,990,241,93,231,9.3,50,Shipping,800,0.24318869828456105,1.2359550561797752,0
2025-01-07 08:00:00,ORD00153,WH09,PRD033,74,117,90,160,9.1,250,Pending,745,1.56,0.09919571045576407,43
2025-01-07 09:00:00,ORD00154,WH01,PRD089,81,94,53,18,9.6,150,Pending,378,1.146341463414634,0.21372031662269128,0
2025-01-07 10:00:00,ORD00155,WH10,PRD057,544,163,41,289,8.6,250,Shipping,289,0.29908256880733947,1.8758620689655172,126
2025-01-07 11:00:00,ORD00156,WH06,PRD049,476,99,77,49,6.3,50,Shipping,372,0.20754716981132076,1.2761394101876675,0
2025-01-07 12:00:00,ORD00157,WH08,PRD073,613,113,80,174,4.7,200,Shipping,334,0.18403908794788273,1.8298507462686566,61
2025-01-07 13:00:00,ORD00158,WH01,PRD062,793,91,59,183,5.4,50,Shipping,343,0.11460957178841309,2.3052325581395348,92
2025-01-07 14:00:00,ORD00159,WH02,PRD099,865,206,77,184,8.9,250,Shipping,837,0.23787528868360278,1.032219570405728,0
2025-01-07 15:00:00,ORD00160,WH06,PRD032,145,17,51,80,3.7,50,Processing,218,0.11643835616438356,0.6621004566210046,63
2025-01-07 16:00:00,ORD00161,WH05,PRD097,741,274,81,155,2.4,50,Shipping,207,0.3692722371967655,3.5625,0
2025-01-07 17:00:00,ORD00162,WH04,PRD044,915,173,55,274,2.3,250,Shipping,133,0.1888646288209607,6.8283582089552235,101
2025-01-07 18:00:00,ORD00163,WH01,PRD100,774,116,19,282,8.4,250,Shipping,157,0.14967741935483872,4.89873417721519,166
2025-01-07 19:00:00,ORD00164,WH04,PRD059,611,181,85,248,7.9,200,Processing,661,0.2957516339869281,0.9229607250755287,67
2025-01-07 20:00:00,ORD00165,WH10,PRD088,772,91,37,146,5.5,250,Shipping,245,0.11772315653298836,3.138211382113821,55
2025-01-07 21:00:00,ORD00166,WH02,PRD059,681,82,14,6,3.5,200,Delivered,53,0.12023460410557185,12.61111111111111,0
2025-01-07 22:00:00,ORD00167,WH02,PRD076,1008,114,62,156,7.1,100,Shipping,453,0.11298315163528246,2.2202643171806167,42
2025-01-07 23:00:00,ORD00168,WH08,PRD004,523,257,17,170,1.3,100,Shipping,16,0.4904580152671756,30.764705882352942,0
2025-01-08 00:00:00,ORD00169,WH02,PRD062,689,58,18,68,6.1,250,Shipping,121,0.08405797101449275,5.647540983606557,10
2025-01-08 01:00:00,ORD00170,WH09,PRD015,816,154,46,93,4.6,50,Shipping,235,0.18849449204406366,3.457627118644068,0
2025-01-08 02:00:00,ORD00171,WH03,PRD034,65,116,30,185,9.8,150,Pending,266,1.7575757575757576,0.24344569288389514,69
2025-01-08 03:00:00,ORD00172,WH03,PRD009,268,266,39,169,5.6,50,Shipping,225,0.9888475836431226,1.1858407079646018,0
2025-01-08 04:00:00,ORD00173,WH08,PRD049,572,203,40,203,6.0,250,Shipping,235,0.3542757417102967,2.4237288135593222,0
2025-01-08 05:00:00,ORD00174,WH09,PRD082,796,41,71,41,7.4,200,Delivered,482,0.05144291091593475,1.6480331262939958,0
2025-01-08 06:00:00,ORD00175,WH03,PRD029,451,105,47,12,5.4,50,Shipping,269,0.2323008849557522,1.6703703703703703,0
2025-01-08 07:00:00,ORD00176,WH05,PRD087,919,193,87,153,3.0,100,Shipping,218,0.20978260869565218,4.19634703196347,0
2025-01-08 08:00:00,ORD00177,WH09,PRD090,858,278,85,273,5.8,250,Shipping,643,0.32363213038416766,1.3322981366459627,0
2025-01-08 09:00:00,ORD00178,WH10,PRD030,427,237,54,297,9.5,50,Processing,553,0.5537383177570093,0.7707581227436823,60
2025-01-08 10:00:00,ORD00179,WH07,PRD041,241,221,63,50,4.7,50,Processing,291,0.9132231404958677,0.8253424657534246,0
2025-01-08 11:00:00,ORD00180,WH04,PRD053,80,68,81,211,7.1,200,Processing,657,0.8395061728395061,0.12158054711246201,143
2025-01-08 12:00:00,ORD00181,WH09,PRD046,889,197,75,143,9.8,200,Shipping,821,0.22134831460674156,1.0815085158150852,0
2025-01-08 13:00:00,ORD00182,WH04,PRD067,619,256,13,2,8.5,200,Shipping,98,0.4129032258064516,6.252525252525253,0
2025-01-08 14:00:00,ORD00183,WH05,PRD069,951,139,101,253,6.9,150,Shipping,644,0.14600840336134455,1.4744186046511627,114
2025-01-08 15:00:00,ORD00184,WH07,PRD002,524,149,28,255,7.6,250,Shipping,139,0.2838095238095238,3.742857142857143,106
2025-01-08 16:00:00,ORD00185,WH06,PRD090,734,99,70,97,9.4,250,Delivered,552,0.1346938775510204,1.3273056057866184,0
2025-01-08 17:00:00,ORD00186,WH08,PRD034,620,76,63,172,9.6,100,Processing,665,0.12238325281803543,0.9309309309309309,96
2025-01-08 18:00:00,ORD00187,WH09,PRD032,907,282,47,149,9.7,100,Shipping,468,0.31057268722466963,1.9339019189765458,0
2025-01-08 19:00:00,ORD00188,WH08,PRD037,776,109,45,278,6.6,250,Shipping,275,0.1402831402831403,2.8115942028985508,169
2025-01-08 20:00:00,ORD00189,WH02,PRD012,291,188,95,58,4.5,50,Processing,449,0.6438356164383562,0.6466666666666666,0
2025-01-08 21:00:00,ORD00190,WH04,PRD052,603,199,30,112,2.2,250,Delivered,60,0.3294701986754967,9.885245901639344,0
2025-01-08 22:00:00,ORD00191,WH04,PRD087,152,154,52,242,4.5,150,Pending,183,1.0065359477124183,0.8260869565217391,88
2025-01-08 23:00:00,ORD00192,WH02,PRD096,942,40,59,56,9.5,100,Shipping,480,0.042417815482502653,1.9584199584199584,16
2025-01-09 00:00:00,ORD00193,WH06,PRD044,801,133,91,59,9.0,100,Processing,1100,0.1658354114713217,0.7275204359673024,0
2025-01-09 01:00:00,ORD00194,WH01,PRD010,516,132,101,215,5.7,100,Processing,562,0.2553191489361702,0.91651865008881,83
2025-01-09 02:00:00,ORD00195,WH10,PRD071,446,279,41,232,5.8,250,Shipping,234,0.6241610738255033,1.897872340425532,0
2025-01-09 03:00:00,ORD00196,WH09,PRD023,289,84,17,54,3.8,100,Shipping,69,0.2896551724137931,4.128571428571429,0
2025-01-09 04:00:00,ORD00197,WH04,PRD061,815,242,26,207,5.1,100,Shipping,152,0.2965686274509804,5.326797385620915,0
2025-01-09 05:00:00,ORD00198,WH10,PRD041,688,116,66,62,7.4,250,Delivered,471,0.1683599419448476,1.4576271186440677,0
2025-01-09 06:00:00,ORD00199,WH04,PRD046,221,109,64,183,4.6,50,Processing,343,0.49099099099099097,0.6424418604651163,74
2025-01-09 07:00:00,ORD00200,WH01,PRD028,582,221,82,280,2.7,100,Shipping,214,0.379073756432247,2.7069767441860466,59
2025-01-09 08:00:00,ORD00201,WH02,PRD074,85,41,72,25,5.9,100,Processing,424,0.47674418604651164,0.2,0
2025-01-09 09:00:00,ORD00202,WH01,PRD035,590,147,93,176,3.0,100,Shipping,258,0.24873096446700507,2.277992277992278,29
2025-01-09 10:00:00,ORD00203,WH04,PRD024,213,112,80,62,9.8,150,Processing,874,0.5233644859813084,0.24342857142857144,0
